"ICD9_CD","DX_NM","DX_KEY","DX_STAT","DX_ID"
"770.7","Chronic respiratory disease arising in the perinatal period",991732,"NOT APPLIC",9622
NA,"Asthma, moderate persistent, poorly-controlled",1071173,"NOT APPLIC",168491
NA,"Chronic respiratory disease arising in the perinatal period",991732,"NOT APPLIC",9622
"493.90","Asthma, moderate persistent, poorly-controlled",1071173,"NOT APPLIC",168491
NA,"LLL pneumonia",1272414,"NOT APPLIC",287012
"486","LLL pneumonia",1272414,"NOT APPLIC",287012
NA,"Other specified disorder of skin",1005405,"NOT APPLIC",8010
"709.8","Other specified disorder of skin",1005405,"NOT APPLIC",8010
"944.28","Blisters with epidermal loss due to burn (second degree) of multiple sites of wrist(s) and hand(s)",993245,"NOT APPLIC",12217
NA,"Blisters with epidermal loss due to burn (second degree) of multiple sites of wrist(s) and hand(s)",993245,"NOT APPLIC",12217
NA,"Allergic drug reaction",1177927,"NOT APPLIC",154131
"995.27","Allergic drug reaction",1177927,"NOT APPLIC",154131
"V15.81","Non-adherence to medical treatment",1417581,"NOT APPLIC",430547
NA,"Non-adherence to medical treatment",1417581,"NOT APPLIC",430547
NA,"Unspecified place of occurrence",1006891,"NOT APPLIC",13339
"E849.9","Unspecified place of occurrence",1006891,"NOT APPLIC",13339
"525.50","S/P tooth extraction",1186387,"NOT APPLIC",136269
NA,"S/P tooth extraction",1186387,"NOT APPLIC",136269
"525.10","S/P tooth extraction",1186387,"NOT APPLIC",136269
"723.1","Neck pain",1061930,"NOT APPLIC",37657
NA,"Neck pain",1061930,"NOT APPLIC",37657
"492.8","Unilateral pulmonary emphysema (MacLeod's syndrome)",1265413,"NOT APPLIC",272611
NA,"Unilateral pulmonary emphysema (MacLeod's syndrome)",1265413,"NOT APPLIC",272611
"511.9","Unspecified pleural effusion",1006613,"NOT APPLIC",5515
NA,"Family history of genetic disease carrier",997533,"NOT APPLIC",78284
"V18.9","Family history of genetic disease carrier",997533,"NOT APPLIC",78284
"789.2","Splenomegaly",1008653,"NOT APPLIC",9877
NA,"Unspecified pleural effusion",1006613,"NOT APPLIC",5515
NA,"Splenomegaly",1008653,"NOT APPLIC",9877
NA,"Respiratory conditions due to smoke inhalation",1299257,"NOT APPLIC",312051
"508.2","Respiratory conditions due to smoke inhalation",1299257,"NOT APPLIC",312051
"586","Renal failure, unspecified",1000094,"NOT APPLIC",6147
NA,"Renal failure, unspecified",1000094,"NOT APPLIC",6147
"743.63","Pseudostrabismus",1057055,"NOT APPLIC",172667
NA,"Pseudostrabismus",1057055,"NOT APPLIC",172667
"786.09","Snoring",1106775,"NOT APPLIC",55803
NA,"Snoring",1106775,"NOT APPLIC",55803
"780.96","Generalized pain",999000,"NOT APPLIC",89637
"V15.05","Allergy to other foods",993120,"NOT APPLIC",15314
NA,"Allergy to other foods",993120,"NOT APPLIC",15314
NA,"Generalized pain",999000,"NOT APPLIC",89637
NA,"Lupus",1185683,"NOT APPLIC",93843
NA,"Acute renal failure",1156842,"NOT APPLIC",91795
"710.0","Lupus",1185683,"NOT APPLIC",93843
"584.9","Acute renal failure",1156842,"NOT APPLIC",91795
NA,"Unspecified episodic mood disorder",991780,"NOT APPLIC",2980
"296.90","Unspecified episodic mood disorder",991780,"NOT APPLIC",2980
"553.1","Umbilical hernia without mention of obstruction or gangrene",998740,"NOT APPLIC",5915
NA,"Umbilical hernia without mention of obstruction or gangrene",998740,"NOT APPLIC",5915
"747.0","PDA (patent ductus arteriosus)",1166102,"NOT APPLIC",99919
NA,"PDA (patent ductus arteriosus)",1166102,"NOT APPLIC",99919
NA,"Procedure not carried out for other reasons",1010189,"NOT APPLIC",14810
"V64.3","Procedure not carried out for other reasons",1010189,"NOT APPLIC",14810
"319","Unspecified intellectual disabilities",994007,"NOT APPLIC",3363
"934.9","Foreign body in respiratory tree, unspecified",991927,"NOT APPLIC",11994
NA,"Foreign body in respiratory tree, unspecified",991927,"NOT APPLIC",11994
"749.00","Cleft palate, unspecified",992247,"NOT APPLIC",9208
NA,"Cleft palate, unspecified",992247,"NOT APPLIC",9208
NA,"Unspecified intellectual disabilities",994007,"NOT APPLIC",3363
"277.7","Insulin resistance",1107048,"NOT APPLIC",138747
NA,"Insulin resistance",1107048,"NOT APPLIC",138747
"995.63","Anaphylactic reaction due to fruits and vegetables",996456,"NOT APPLIC",12810
"943.00","Burn of unspecified degree of unspecified site of upper limb",995376,"NOT APPLIC",12134
NA,"Burn of unspecified degree of unspecified site of upper limb",995376,"NOT APPLIC",12134
NA,"Anaphylactic reaction due to fruits and vegetables",996456,"NOT APPLIC",12810
"078.11","Condyloma acuminatum",1004676,"NOT APPLIC",964
"753.3","Pelvic kidney",1099677,"NOT APPLIC",21941
NA,"Pelvic kidney",1099677,"NOT APPLIC",21941
NA,"Condyloma acuminatum",1004676,"NOT APPLIC",964
"692.9","Mild eczema",993101,"NOT APPLIC",79105
NA,"Mild eczema",993101,"NOT APPLIC",79105
"604.90","Epididymitis",1066659,"NOT APPLIC",45811
"E947.9","Transfusion reaction, anaphylactic",1131100,"NOT APPLIC",63157
NA,"Transfusion reaction, anaphylactic",1131100,"NOT APPLIC",63157
NA,"Epididymitis",1066659,"NOT APPLIC",45811
"999.49","Transfusion reaction, anaphylactic",1131100,"NOT APPLIC",63157
NA,"Insect bite of lower leg with local reaction",1368423,"NOT APPLIC",379347
"916.4","Insect bite of lower leg with local reaction",1368423,"NOT APPLIC",379347
"E906.4","Insect bite of lower leg with local reaction",1368423,"NOT APPLIC",379347
NA,"Learning difficulty",1220511,"NOT APPLIC",229732
"315.9","Learning difficulty",1220511,"NOT APPLIC",229732
NA,"Face, neck, and scalp, except eye, abrasion or friction burn, without mention of infection",1000526,"NOT APPLIC",11787
"910.0","Face, neck, and scalp, except eye, abrasion or friction burn, without mention of infection",1000526,"NOT APPLIC",11787
"462","Exudative pharyngitis",1410909,"NOT APPLIC",421622
NA,"Exudative pharyngitis",1410909,"NOT APPLIC",421622
NA,"Anal fissure",1003595,"NOT APPLIC",5981
"565.0","Anal fissure",1003595,"NOT APPLIC",5981
NA,"Total perforation of right tympanic membrane",1274079,"NOT APPLIC",278062
"384.25","Total perforation of right tympanic membrane",1274079,"NOT APPLIC",278062
"345.90","Unspecified epilepsy without mention of intractable epilepsy",1001066,"NOT APPLIC",3566
"V85.53","Body mass index, pediatric, 85th percentile to less than 95th percentile for age",1006466,"NOT APPLIC",95367
NA,"Unspecified epilepsy without mention of intractable epilepsy",1001066,"NOT APPLIC",3566
NA,"Body mass index, pediatric, 85th percentile to less than 95th percentile for age",1006466,"NOT APPLIC",95367
"305.1","Active smoker",1239589,"DELETED",251162
NA,"Active smoker",1239589,"DELETED",251162
NA,"Scoliosis",1018065,"NOT APPLIC",55451
"737.30","Scoliosis",1018065,"NOT APPLIC",55451
NA,"Bug bites",1134507,"NOT APPLIC",166922
"919.4","Bug bites",1134507,"NOT APPLIC",166922
"E906.4","Bug bites",1134507,"NOT APPLIC",166922
NA,"Superficial swelling of eyelid",1248838,"NOT APPLIC",259328
"374.89","Superficial swelling of eyelid",1248838,"NOT APPLIC",259328
NA,"Genu varum (acquired)",1007398,"NOT APPLIC",8943
"736.42","Genu varum (acquired)",1007398,"NOT APPLIC",8943
NA,"Polycystic kidney, unspecified type",998350,"NOT APPLIC",9290
"753.12","Polycystic kidney, unspecified type",998350,"NOT APPLIC",9290
"315.8","Other specified delay in development",1007357,"NOT APPLIC",3355
NA,"Other specified delay in development",1007357,"NOT APPLIC",3355
NA,"Rash",1124159,"NOT APPLIC",46172
"782.1","Rash",1124159,"NOT APPLIC",46172
"478.31","Unilateral vocal cord paralysis",1084863,"NOT APPLIC",122439
NA,"Unilateral vocal cord paralysis",1084863,"NOT APPLIC",122439
NA,"Poor weight gain in infant",1191945,"NOT APPLIC",203780
"783.41","Poor weight gain in infant",1191945,"NOT APPLIC",203780
NA,"Other specified examination",1009392,"NOT APPLIC",14901
"V72.85","Other specified examination",1009392,"NOT APPLIC",14901
"478.19","Nasal congestion",1075073,"NOT APPLIC",153794
NA,"Nasal congestion",1075073,"NOT APPLIC",153794
NA,"Essential thrombocythemia",999208,"NOT APPLIC",81502
"238.71","Essential thrombocythemia",999208,"NOT APPLIC",81502
NA,"Obstructive chronic bronchitis with exacerbation",995048,"NOT APPLIC",5454
"491.21","Obstructive chronic bronchitis with exacerbation",995048,"NOT APPLIC",5454
NA,"Sickle-cell/Hb-C disease with crisis",995002,"NOT APPLIC",34053
"282.64","Sickle-cell/Hb-C disease with crisis",995002,"NOT APPLIC",34053
NA,"Vitamin D deficiency",1112843,"NOT APPLIC",91832
"268.9","Vitamin D deficiency",1112843,"NOT APPLIC",91832
"736.89","Other acquired deformity of other parts of limb",991843,"NOT APPLIC",8957
NA,"Other acquired deformity of other parts of limb",991843,"NOT APPLIC",8957
NA,"S/P repair of tetralogy of Fallot",1024363,"NOT APPLIC",184856
"382.9","AOM (acute otitis media)",1013043,"NOT APPLIC",68561
"V15.1","S/P repair of tetralogy of Fallot",1024363,"NOT APPLIC",184856
NA,"AOM (acute otitis media)",1013043,"NOT APPLIC",68561
NA,"Other serum reaction",1284614,"NOT APPLIC",292879
"999.59","Other serum reaction",1284614,"NOT APPLIC",292879
"810.00","Unspecified part of closed fracture of clavicle",1007645,"NOT APPLIC",10545
NA,"Unspecified part of closed fracture of clavicle",1007645,"NOT APPLIC",10545
"959.7","Foot injury",1089885,"NOT APPLIC",59117
NA,"Foot injury",1089885,"NOT APPLIC",59117
NA,"Hand, foot, and mouth disease",997331,"NOT APPLIC",943
"074.3","Hand, foot, and mouth disease",997331,"NOT APPLIC",943
NA,"Common variable immunodeficiency",1003491,"NOT APPLIC",2692
"279.06","Common variable immunodeficiency",1003491,"NOT APPLIC",2692
"535.70","Eosinophilic gastritis, without mention of hemorrhage",999015,"NOT APPLIC",15657
NA,"Eosinophilic gastritis, without mention of hemorrhage",999015,"NOT APPLIC",15657
NA,"Tooth fracture, closed, initial encounter",1689705,"DELETED",706407
"873.63","Tooth fracture, closed, initial encounter",1689705,"DELETED",706407
NA,"Nonspecific low blood pressure reading",997889,"NOT APPLIC",9995
"796.3","Nonspecific low blood pressure reading",997889,"NOT APPLIC",9995
NA,"Heart murmur",1158011,"NOT APPLIC",48051
"785.2","Heart murmur",1158011,"NOT APPLIC",48051
NA,"Intermittent exotropia, alternating",1003784,"NOT APPLIC",4510
"V18.3","Family history of other blood disorders",997024,"NOT APPLIC",14385
"378.24","Intermittent exotropia, alternating",1003784,"NOT APPLIC",4510
NA,"Family history of other blood disorders",997024,"NOT APPLIC",14385
"283.9","Acquired hemolytic anemia, unspecified",1002214,"NOT APPLIC",2741
NA,"Hypertonia",1126256,"NOT APPLIC",51905
NA,"Acquired hemolytic anemia, unspecified",1002214,"NOT APPLIC",2741
"728.85","Hypertonia",1126256,"NOT APPLIC",51905
NA,"Anaphylactic reaction due to food, initial encounter",1536542,"NOT APPLIC",580755
"995.60","Anaphylactic reaction due to food, initial encounter",1536542,"NOT APPLIC",580755
NA,"Other inflammatory disease of cervix, vagina and vulva",1005387,"NOT APPLIC",86035
"616.89","Other inflammatory disease of cervix, vagina and vulva",1005387,"NOT APPLIC",86035
"367.0","Hypermetropia",1003560,"NOT APPLIC",4019
NA,"Hypermetropia",1003560,"NOT APPLIC",4019
"754.31","Congenital dislocation of hip, bilateral",997600,"NOT APPLIC",9311
NA,"Congenital dislocation of hip, bilateral",997600,"NOT APPLIC",9311
NA,"Sickle cell disease without crisis",1131322,"NOT APPLIC",31549
"282.60","Sickle cell disease without crisis",1131322,"NOT APPLIC",31549
"041.85","Infection due to other Gram-negative organisms in conditions classified elsewhere and of unspecified site",994180,"NOT APPLIC",728
NA,"Infection due to other Gram-negative organisms in conditions classified elsewhere and of unspecified site",994180,"NOT APPLIC",728
NA,"Right flank pain",1102701,"NOT APPLIC",186541
"789.09","Right flank pain",1102701,"NOT APPLIC",186541
"785.2","Heart murmur previously undiagnosed",1230943,"NOT APPLIC",240716
NA,"Heart murmur previously undiagnosed",1230943,"NOT APPLIC",240716
NA,"Lack of housing",1009709,"NOT APPLIC",14762
NA,"Diseases of tricuspid valve",1002749,"NOT APPLIC",4869
"765.10","Preterm infant",1091470,"NOT APPLIC",158826
"V60.0","Lack of housing",1009709,"NOT APPLIC",14762
"397.0","Diseases of tricuspid valve",1002749,"NOT APPLIC",4869
NA,"Preterm infant",1091470,"NOT APPLIC",158826
"765.20","Preterm infant",1091470,"NOT APPLIC",158826
NA,"Alcohol intoxication, with unspecified complication",1898082,"NOT APPLIC",903387
"305.00","Alcohol intoxication, with unspecified complication",1898082,"NOT APPLIC",903387
NA,"Migraine with aura, without mention of intractable migraine without mention of status migrainosus",1004257,"NOT APPLIC",3570
"346.00","Migraine with aura, without mention of intractable migraine without mention of status migrainosus",1004257,"NOT APPLIC",3570
NA,"Forehead abrasion",1247181,"NOT APPLIC",260131
"910.0","Forehead abrasion",1247181,"NOT APPLIC",260131
NA,"Diseases of lips",1000847,"NOT APPLIC",5667
NA,"Bug bite of face without infection",1081168,"NOT APPLIC",155825
"910.4","Bug bite of face without infection",1081168,"NOT APPLIC",155825
"528.5","Diseases of lips",1000847,"NOT APPLIC",5667
"E906.4","Bug bite of face without infection",1081168,"NOT APPLIC",155825
NA,"Leg laceration",1080928,"NOT APPLIC",156042
"708.9","Hives",1148889,"NOT APPLIC",57440
"891.0","Leg laceration",1080928,"NOT APPLIC",156042
NA,"Hives",1148889,"NOT APPLIC",57440
"V15.82","Personal history of tobacco use, presenting hazards to health",1008096,"NOT APPLIC",14354
NA,"Personal history of tobacco use, presenting hazards to health",1008096,"NOT APPLIC",14354
"250.01","Type I (juvenile type) diabetes mellitus without mention of complication, not stated as uncontrolled",995956,"NOT APPLIC",2439
NA,"Type I (juvenile type) diabetes mellitus without mention of complication, not stated as uncontrolled",995956,"NOT APPLIC",2439
"E905.3","Bee sting",1219799,"NOT APPLIC",228538
NA,"Bee sting",1219799,"NOT APPLIC",228538
"989.5","Bee sting",1219799,"NOT APPLIC",228538
"E947.9","Anaphylactic reaction, due to adverse effect of correct medicinal substance properly administered",1338081,"NOT APPLIC",338110
NA,"Anaphylactic reaction, due to adverse effect of correct medicinal substance properly administered",1338081,"NOT APPLIC",338110
"995.0","Anaphylactic reaction, due to adverse effect of correct medicinal substance properly administered",1338081,"NOT APPLIC",338110
NA,"Other abnormal clinical finding",998181,"NOT APPLIC",9996
"796.4","Other abnormal clinical finding",998181,"NOT APPLIC",9996
NA,"Urticaria",1181061,"NOT APPLIC",91601
"708.9","Urticaria",1181061,"NOT APPLIC",91601
"742.2","Congenital reduction deformities of brain",995588,"NOT APPLIC",9029
NA,"Congenital reduction deformities of brain",995588,"NOT APPLIC",9029
NA,"Cannabis abuse, continuous",995911,"NOT APPLIC",3170
"305.21","Cannabis abuse, continuous",995911,"NOT APPLIC",3170
"758.2","Edwards' syndrome",999991,"NOT APPLIC",9446
NA,"Edwards' syndrome",999991,"NOT APPLIC",9446
"V46.8","BiPAP (biphasic positive airway pressure) dependence",1193954,"NOT APPLIC",204204
NA,"BiPAP (biphasic positive airway pressure) dependence",1193954,"NOT APPLIC",204204
NA,"Other specified disorders of eye and adnexa",994423,"NOT APPLIC",4603
"379.8","Other specified disorders of eye and adnexa",994423,"NOT APPLIC",4603
NA,"Infection of ventricular shunt",1244586,"NOT APPLIC",254566
"996.63","Infection of ventricular shunt",1244586,"NOT APPLIC",254566
"780.71","Chronic fatigue syndrome",1003115,"NOT APPLIC",15192
NA,"Chronic fatigue syndrome",1003115,"NOT APPLIC",15192
NA,"Asthma with severe asthma attack",1227798,"NOT APPLIC",237270
"493.92","Asthma with severe asthma attack",1227798,"NOT APPLIC",237270
"813.45","Torus fracture of radius (alone)",1000826,"NOT APPLIC",26548
NA,"Torus fracture of radius (alone)",1000826,"NOT APPLIC",26548
"910.4","Face, neck, and scalp except eye, insect bite, nonvenomous, without mention of infection(910.4)",998306,"NOT APPLIC",11791
NA,"Acute suppurative otitis media without spontaneous rupture of eardrum",1006419,"NOT APPLIC",4675
"458.8","Other specified hypotension",1001499,"NOT APPLIC",15110
NA,"Other specified hypotension",1001499,"NOT APPLIC",15110
"382.00","Acute suppurative otitis media without spontaneous rupture of eardrum",1006419,"NOT APPLIC",4675
"752.52","Retractile testis",1004865,"NOT APPLIC",15021
NA,"Retractile testis",1004865,"NOT APPLIC",15021
NA,"Edema of hand",1315550,"NOT APPLIC",329173
"782.3","Edema of hand",1315550,"NOT APPLIC",329173
NA,"Respiratory disorder",1147716,"NOT APPLIC",54844
NA,"Pulmonic stenosis, congenital",1255758,"NOT APPLIC",267563
"746.02","Pulmonic stenosis, congenital",1255758,"NOT APPLIC",267563
"519.9","Respiratory disorder",1147716,"NOT APPLIC",54844
NA,"Reactive airway disease, mild persistent, with acute exacerbation",1882487,"NOT APPLIC",907622
"493.92","Reactive airway disease, mild persistent, with acute exacerbation",1882487,"NOT APPLIC",907622
"595.9","Cystitis, unspecified",1003078,"NOT APPLIC",6210
NA,"Cystitis, unspecified",1003078,"NOT APPLIC",6210
NA,"Viral syndrome",1135792,"NOT APPLIC",57606
"780.31","Febrile convulsions (simple), unspecified",995950,"NOT APPLIC",15125
NA,"Febrile convulsions (simple), unspecified",995950,"NOT APPLIC",15125
"079.99","Viral syndrome",1135792,"NOT APPLIC",57606
"998.33","Dehiscence of laceration wound of forehead",1365675,"NOT APPLIC",379042
NA,"Dehiscence of laceration wound of forehead",1365675,"NOT APPLIC",379042
NA,"Respiratory malfunction arising from mental factors",999357,"NOT APPLIC",3210
"306.1","Respiratory malfunction arising from mental factors",999357,"NOT APPLIC",3210
"845.00","Ankle sprain",1129555,"NOT APPLIC",134554
NA,"Ankle sprain",1129555,"NOT APPLIC",134554
NA,"Asthma exacerbation attacks, unspecified asthma severity",1877286,"DELETED",907205
"493.92","Asthma exacerbation attacks, unspecified asthma severity",1877286,"DELETED",907205
"296.80","Bipolar disorder, unspecified",1008182,"NOT APPLIC",2975
NA,"Bipolar disorder, unspecified",1008182,"NOT APPLIC",2975
NA,"Oral lesion",1175864,"NOT APPLIC",167353
NA,"Foster care (status)",1204545,"NOT APPLIC",223297
"V60.81","Foster care (status)",1204545,"NOT APPLIC",223297
NA,"Domestic concerns",1362027,"NOT APPLIC",371723
"528.9","Oral lesion",1175864,"NOT APPLIC",167353
"V62.89","Domestic concerns",1362027,"NOT APPLIC",371723
NA,"Abrasion or friction burn of finger, without mention of infection",1003032,"NOT APPLIC",11842
NA,"Contracture of tendon (sheath)",991472,"NOT APPLIC",8730
"915.0","Abrasion or friction burn of finger, without mention of infection",1003032,"NOT APPLIC",11842
"727.81","Contracture of tendon (sheath)",991472,"NOT APPLIC",8730
"493.02","Asthma exacerbation, allergic, moderate persistent",1906766,"DELETED",901082
"382.00","Acute suppurative otitis media without spontaneous rupture of ear drum, left",1713299,"DELETED",681862
"995.92","Severe sepsis(995.92)",992762,"NOT APPLIC",28770
"191.0","Malignant neoplasm of cerebrum, except lobes and ventricles",1001842,"NOT APPLIC",1760
"941.27","Blisters, with epidermal loss due to burn (second degree) of forehead and cheek",993122,"NOT APPLIC",12047
NA,"Blisters, with epidermal loss due to burn (second degree) of forehead and cheek",993122,"NOT APPLIC",12047
NA,"Malignant neoplasm of cerebrum, except lobes and ventricles",1001842,"NOT APPLIC",1760
NA,"Abrasion of forehead, initial encounter",1615170,"NOT APPLIC",612897
NA,"Asthma flare, moderate persistent",1877254,"DELETED",907173
"910.0","Abrasion of forehead, initial encounter",1615170,"NOT APPLIC",612897
"493.92","Asthma flare, moderate persistent",1877254,"DELETED",907173
"362.20","Retinopathy of prematurity, unspecified",999483,"NOT APPLIC",15635
NA,"Retinopathy of prematurity, unspecified",999483,"NOT APPLIC",15635
NA,"Left leg pain",1086804,"NOT APPLIC",166741
"729.5","Left leg pain",1086804,"NOT APPLIC",166741
NA,"Late effect of other and unspecified external causes",992930,"NOT APPLIC",11785
"909.9","Late effect of other and unspecified external causes",992930,"NOT APPLIC",11785
NA,"Asthma, exercise induced",1204453,"NOT APPLIC",216087
"493.81","Asthma, exercise induced",1204453,"NOT APPLIC",216087
"276.51","Dehydration",1008492,"NOT APPLIC",65773
NA,"Dehydration",1008492,"NOT APPLIC",65773
"379.92","Periorbital swelling",1320450,"NOT APPLIC",331842
NA,"Periorbital swelling",1320450,"NOT APPLIC",331842
"440.1","Atherosclerosis of renal artery",990884,"NOT APPLIC",5168
NA,"Nutritional marasmus",1004924,"NOT APPLIC",2555
NA,"Atherosclerosis of renal artery",990884,"NOT APPLIC",5168
"261","Nutritional marasmus",1004924,"NOT APPLIC",2555
NA,"Seizures",1049245,"NOT APPLIC",55508
"780.39","Seizures",1049245,"NOT APPLIC",55508
"426.0","Atrioventricular block, complete",999571,"NOT APPLIC",5051
NA,"Atrioventricular block, complete",999571,"NOT APPLIC",5051
"488.81","Influenza due to identified novel influenza A virus with pneumonia",1299255,"NOT APPLIC",312049
NA,"Influenza due to identified novel influenza A virus with pneumonia",1299255,"NOT APPLIC",312049
NA,"Swallowing disorder",1110690,"NOT APPLIC",169023
NA,"Diabetic hypoglycemia",1163411,"NOT APPLIC",71459
"787.20","Swallowing disorder",1110690,"NOT APPLIC",169023
"250.80","Diabetic hypoglycemia",1163411,"NOT APPLIC",71459
"315.9","Unspecified delay in development(315.9)",1006853,"NOT APPLIC",3356
NA,"BPD (bronchopulmonary dysplasia)",1014373,"NOT APPLIC",68575
"770.7","BPD (bronchopulmonary dysplasia)",1014373,"NOT APPLIC",68575
"315.34","Speech and language developmental delay due to hearing loss(315.34)",997133,"NOT APPLIC",115188
"952.2","Lumbar spinal cord injury without evidence of spinal bone injury",992055,"NOT APPLIC",12431
NA,"Lumbar spinal cord injury without evidence of spinal bone injury",992055,"NOT APPLIC",12431
NA,"Other constipation",1003015,"NOT APPLIC",21643
"564.09","Other constipation",1003015,"NOT APPLIC",21643
NA,"Otitis externa",1177216,"NOT APPLIC",53046
"380.10","Otitis externa",1177216,"NOT APPLIC",53046
NA,"Chronic graft-versus-host disease",999267,"NOT APPLIC",15555
"279.52","Chronic graft-versus-host disease",999267,"NOT APPLIC",15555
"493.92","Asthma with acute exacerbation",1069388,"NOT APPLIC",137702
NA,"Asthma with acute exacerbation",1069388,"NOT APPLIC",137702
"279.2","Combined immunity deficiency",991759,"NOT APPLIC",2700
NA,"Combined immunity deficiency",991759,"NOT APPLIC",2700
"592.0","Kidney stone on left side",1231082,"NOT APPLIC",241789
NA,"Kidney stone on left side",1231082,"NOT APPLIC",241789
NA,"Obstruction of nasolacrimal duct, neonatal",994960,"NOT APPLIC",4386
"E945.7","Antiasthmatics causing adverse effect in therapeutic use",1008480,"NOT APPLIC",13927
"375.55","Obstruction of nasolacrimal duct, neonatal",994960,"NOT APPLIC",4386
NA,"Antiasthmatics causing adverse effect in therapeutic use",1008480,"NOT APPLIC",13927
"V13.89","Personal history of other specified diseases(V13.89)",1296504,"NOT APPLIC",312105
"345.60","Infantile spasms without mention of intractable epilepsy",998469,"NOT APPLIC",3557
NA,"Infantile spasms without mention of intractable epilepsy",998469,"NOT APPLIC",3557
"388.9","Unspecified disorder of ear",991167,"NOT APPLIC",4821
NA,"Insect bite of eyelid",1011127,"NOT APPLIC",144455
NA,"Unspecified disorder of ear",991167,"NOT APPLIC",4821
"918.0","Insect bite of eyelid",1011127,"NOT APPLIC",144455
"E906.4","Insect bite of eyelid",1011127,"NOT APPLIC",144455
NA,"Swelling of right eyelid",1954621,"NOT APPLIC",953317
"374.82","Swelling of right eyelid",1954621,"NOT APPLIC",953317
"709.00","Hyperpigmentation",1130139,"NOT APPLIC",123987
NA,"Hyperpigmentation",1130139,"NOT APPLIC",123987
NA,"Vitamin D insufficiency",1254705,"NOT APPLIC",264750
"268.9","Vitamin D insufficiency",1254705,"NOT APPLIC",264750
"079.3","Rhinovirus infection",1342103,"NOT APPLIC",343554
NA,"Rhinovirus infection",1342103,"NOT APPLIC",343554
NA,"Precocious sexual development and puberty, not elsewhere classified",998068,"NOT APPLIC",2548
"259.1","Precocious sexual development and puberty, not elsewhere classified",998068,"NOT APPLIC",2548
NA,"Allergy to cats",1025446,"NOT APPLIC",161100
"477.8","Allergy to cats",1025446,"NOT APPLIC",161100
NA,"Tinea corporis",1182849,"NOT APPLIC",36675
"110.5","Tinea corporis",1182849,"NOT APPLIC",36675
"237.71","Neurofibromatosis, type I (von Recklinghausen's disease)",1108832,"NOT APPLIC",38409
NA,"Neurofibromatosis, type I (von Recklinghausen's disease)",1108832,"NOT APPLIC",38409
"369.9","Vision loss",1041755,"NOT APPLIC",42791
NA,"Vision loss",1041755,"NOT APPLIC",42791
NA,"Unspecified symptom associated with female genital organs",1008306,"NOT APPLIC",6456
"625.9","Unspecified symptom associated with female genital organs",1008306,"NOT APPLIC",6456
"V18.59","Family history of other digestive disorders",999419,"NOT APPLIC",94527
NA,"Family history of other digestive disorders",999419,"NOT APPLIC",94527
"527.7","Drooling",1017625,"NOT APPLIC",93586
NA,"Drooling",1017625,"NOT APPLIC",93586
"493.92","Asthma exacerbation, mild",1272429,"NOT APPLIC",287027
NA,"Asthma exacerbation, mild",1272429,"NOT APPLIC",287027
NA,"Lumbago",1001834,"NOT APPLIC",8649
"724.2","Lumbago",1001834,"NOT APPLIC",8649
"338.29","Other chronic pain",999198,"NOT APPLIC",82786
NA,"Other chronic pain",999198,"NOT APPLIC",82786
"E930.5","Cephalosporin group causing adverse effect in therapeutic use",1004870,"NOT APPLIC",13783
NA,"Graves disease",1031270,"NOT APPLIC",47817
"242.00","Graves disease",1031270,"NOT APPLIC",47817
"812.41","Closed fracture of supracondylar humerus",996310,"NOT APPLIC",10588
NA,"Closed fracture of supracondylar humerus",996310,"NOT APPLIC",10588
NA,"Cephalosporin group causing adverse effect in therapeutic use",1004870,"NOT APPLIC",13783
NA,"Viral URI with cough",1269754,"NOT APPLIC",287066
"465.9","Viral URI with cough",1269754,"NOT APPLIC",287066
NA,"Other diseases of trachea and bronchus",999437,"NOT APPLIC",85018
"519.19","Other diseases of trachea and bronchus",999437,"NOT APPLIC",85018
NA,"Acute venous embolism and thrombosis of deep veins of upper extremity",1210200,"NOT APPLIC",223267
"519.19","Tracheobronchomalacia",1248441,"NOT APPLIC",262386
"453.82","Acute venous embolism and thrombosis of deep veins of upper extremity",1210200,"NOT APPLIC",223267
NA,"Tracheobronchomalacia",1248441,"NOT APPLIC",262386
NA,"Myasthenia gravis without exacerbation",996033,"NOT APPLIC",35033
"358.00","Myasthenia gravis without exacerbation",996033,"NOT APPLIC",35033
NA,"Accidental fall from playground equipment",1003233,"NOT APPLIC",13574
"E884.0","Accidental fall from playground equipment",1003233,"NOT APPLIC",13574
NA,"Desmoplastic small round cell tumor",1240185,"NOT APPLIC",247181
"171.9","Desmoplastic small round cell tumor",1240185,"NOT APPLIC",247181
"873.43","Lip laceration",1117050,"NOT APPLIC",162352
NA,"Lip laceration",1117050,"NOT APPLIC",162352
"099.3","Reiter's disease",1009002,"NOT APPLIC",1184
NA,"Reiter's disease",1009002,"NOT APPLIC",1184
NA,"Need for RSV immunization",1164924,"NOT APPLIC",139006
"E030","Unspecified activity",1214085,"NOT APPLIC",223366
NA,"Personal history of (corrected) congenital malformations of eye, ear, face and neck",1236885,"NOT APPLIC",252304
NA,"Unspecified activity",1214085,"NOT APPLIC",223366
"V04.82","Need for RSV immunization",1164924,"NOT APPLIC",139006
"V13.64","Personal history of (corrected) congenital malformations of eye, ear, face and neck",1236885,"NOT APPLIC",252304
NA,"Head injury, unspecified",994681,"NOT APPLIC",15129
"959.01","Head injury, unspecified",994681,"NOT APPLIC",15129
"132.0","Head lice",1134963,"NOT APPLIC",68883
